atr_multiplier,total_return,cagr,profit_factor,winrate,max_drawdown,sharpe
3.75,0.03385877957943584,0.0063802041978742174,1.1070357734345362,0.38636363636363635,-0.062491494070980355,0.03969220213757374
4.0,0.03008868654978758,0.0056782210956665136,1.0984021057896578,0.38333333333333336,-0.05363388564641255,0.035464114703040193
4.25,-0.0015116692741208304,-0.0002889047501359876,0.9951763356892003,0.3652173913043478,-0.05929690297042584,0.0029355803863919663
4.5,-0.002787230558846776,-0.000532960790039394,0.991029641505805,0.3482142857142857,-0.06694083269491716,0.0016174844130822973
3.5,-0.01738174101025336,-0.0033434930868849744,0.9477324410292319,0.3958333333333333,-0.08280209245977416,-0.014545979795485605
