max_positions,total_return,cagr,profit_factor,winrate,max_drawdown,sharpe
1,-0.0034753417471073966,-0.0006647235537065033,0.9900807321533979,0.3885350318471338,-0.09434321204220426,0.0007321053510466707
2,-0.05334450626044218,-0.010415972855741473,0.8900219923147296,0.3495575221238938,-0.12181171874698496,-0.044214610864962256
3,-0.05710544407059637,-0.011168094493584246,0.8878054334265915,0.35080645161290325,-0.12278950988171791,-0.04569372024943417
6,-0.05904885813332572,-0.011557694756365255,0.8850418355019647,0.3540856031128405,-0.1270253096572433,-0.04682545105816382
7,-0.05904885813332572,-0.011557694756365255,0.8850418355019647,0.3540856031128405,-0.1270253096572433,-0.04682545105816382
5,-0.06264581733425523,-0.012280505353313487,0.8786926686698332,0.35019455252918286,-0.1288417327440946,-0.05003014458335165
4,-0.0679364824457902,-0.013347755302137165,0.8685743468305057,0.34765625,-0.1343999115421762,-0.0550353781654723
