ticker,entry_time,exit_time,entry_price,exit_price,highest_price,pnl
NVTK,2025-04-25 15:00:00+00:00,2025-04-26 13:00:00+00:00,1299.0,1281.0,1314.6,-210.6670173952781
VTBR,2025-04-23 13:00:00+00:00,2025-04-27 12:00:00+00:00,85.32,87.73,89.05,536.7961611738534
NVTK,2025-04-26 17:00:00+00:00,2025-04-27 15:00:00+00:00,1287.6,1281.2,1293.4,-75.35757946466165
VTBR,2025-04-28 10:00:00+00:00,2025-04-29 06:00:00+00:00,107.14,99.38,107.14,-1154.251528192553
VTBR,2025-04-29 06:00:00+00:00,2025-04-29 15:00:00+00:00,99.38,97.06,99.99,-380.9210796815532
PLZL,2025-06-06 05:00:00+00:00,2025-06-06 12:00:00+00:00,1839.2,1778.6,1841.0,-494.15860953480325
CHMF,2025-06-05 07:00:00+00:00,2025-06-06 14:00:00+00:00,1062.2,1021.4,1067.4,-720.0896676782811
ROSN,2025-08-09 03:00:00+00:00,2025-08-09 19:00:00+00:00,469.0,458.65,469.0,-261.34703401751364
PLZL,2025-08-09 00:00:00+00:00,2025-08-10 13:00:00+00:00,2189.0,2193.4,2219.6,29.75548247377395
PLZL,2025-08-11 04:00:00+00:00,2025-08-11 09:00:00+00:00,2212.0,2129.0,2212.0,-553.7223509460457
CHMF,2025-08-11 05:00:00+00:00,2025-08-12 11:00:00+00:00,1092.6,1106.4,1139.4,149.11006570853482
ROSN,2025-08-11 09:00:00+00:00,2025-08-13 10:00:00+00:00,464.1,459.15,464.1,-131.03116388916095
NVTK,2025-08-07 16:00:00+00:00,2025-08-14 08:00:00+00:00,1114.6,1221.8,1255.2,1779.6960695443126
NVTK,2025-08-14 16:00:00+00:00,2025-08-15 23:00:00+00:00,1261.6,1223.8,1288.4,-560.4887545627473
ROSN,2025-08-15 13:00:00+00:00,2025-08-15 23:00:00+00:00,484.6,466.7,488.9,-552.7851811820556
ROSN,2025-08-16 01:00:00+00:00,2025-08-16 17:00:00+00:00,479.0,471.35,479.0,-295.2042064478636
NVTK,2025-10-17 12:00:00+00:00,2025-10-19 13:00:00+00:00,1164.4,1159.2,1174.8,-82.28266376959328
NVTK,2025-10-20 07:00:00+00:00,2025-10-21 04:00:00+00:00,1169.8,1132.8,1169.8,-582.2496465126692
MOEX,2025-10-20 12:00:00+00:00,2025-10-21 04:00:00+00:00,172.12,170.49,173.89,-139.46504795266006
MOEX,2025-10-21 10:00:00+00:00,2025-10-21 15:00:00+00:00,171.67,166.36,171.67,-564.9375959470216
SNGS,2025-11-19 15:00:00+00:00,2025-11-20 11:00:00+00:00,22.33,21.785,22.435,-443.00958981384855
SNGS,2025-11-21 03:00:00+00:00,2025-11-21 13:00:00+00:00,22.445,21.72,22.445,-583.4432522360543
CHMF,2025-11-21 17:00:00+00:00,2025-11-23 06:00:00+00:00,936.6,941.0,952.6,67.44565674452932
NVTK,2025-11-21 17:00:00+00:00,2025-11-23 14:00:00+00:00,1163.8,1171.6,1187.6,120.2767619675592
NVTK,2025-11-24 05:00:00+00:00,2025-11-24 08:00:00+00:00,1177.0,1147.4,1177.0,-452.2601899125003
IRAO,2025-12-11 08:00:00+00:00,2025-12-12 15:00:00+00:00,3.1595,3.095,3.1745,-365.2788851787208
IRAO,2026-01-16 23:00:00+00:00,2026-01-19 11:00:00+00:00,3.446,3.36,3.451,-444.72297933966723
VTBR,2026-01-30 23:00:00+00:00,2026-02-05 10:00:00+00:00,77.77,81.115,83.35,762.6359893914506
VTBR,2026-02-16 05:00:00+00:00,2026-02-17 04:00:00+00:00,89.015,87.4,89.015,-324.4610376984369
NVTK,2026-03-03 10:00:00+00:00,2026-03-03 19:00:00+00:00,1291.1,1250.4,1293.1,-449.3647375622995
ROSN,2026-03-02 17:00:00+00:00,2026-03-04 04:00:00+00:00,428.3,440.95,454.5,526.2800721951419
NVTK,2026-03-04 08:00:00+00:00,2026-03-08 17:00:00+00:00,1289.5,1375.6,1387.7,952.622943135547
ROSN,2026-03-04 05:00:00+00:00,2026-03-09 19:00:00+00:00,443.15,482.65,512.95,1589.6283039010812
NVTK,2026-03-09 04:00:00+00:00,2026-03-09 19:00:00+00:00,1441.4,1369.5,1441.4,-721.1818634279501
ROSN,2026-03-10 19:00:00+00:00,2026-03-16 10:00:00+00:00,483.65,497.1,507.8,506.08134646000184
